"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","dec"
24,56094,13,0,10,40,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
28,56716,9,0,18,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,1,0,1,0,"F"
10,75270,9,0,-13,23,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,0,0,"F"
15,76741,13,0,7,55,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,1,0,"T"
19,27541,10,0,-5,40,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,1,1,0,"F"
19,121653,9,1155,3,40,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
19,127746,6,1034,-11,40,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,2,1,1,0,"T"
14,90414,10,0,30,40,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,0,1,0,"F"
12,34243,10,0,0,15,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,3,1,0,0,"F"
20,38644,13,0,2,60,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
28,56868,10,0,17,40,0,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
26,45750,14,-556,-1,35,0,0,0,0,1,0,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,"F"
26,64699,9,0,-16,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
24,8489,14,33333,-24,50,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,1,0,0,1,1,0,"T"
22,65163,8,0,0,36,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,1,0,0,"F"
28,38165,9,0,10,60,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
29,14407,10,-805,27,40,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
9,71663,10,-534,-4,24,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,3,1,0,0,"F"
14,11143,10,0,-1,40,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,1,0,0,"F"
22,27942,9,0,5,24,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,1,0,0,"F"
10,109132,9,0,-13,30,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,1,0,"F"
16,61611,6,0,-5,40,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,1,1,0,0,"F"
10,70452,9,0,29,12,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,1,0,"F"
16,43352,9,0,-19,55,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
26,42793,13,0,20,40,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
28,68800,9,0,-3,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
16,33627,14,0,10,40,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,0,1,1,0,"T"
24,51179,10,4695,-10,44,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,1,1,0,"T"
20,68349,9,0,-11,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,1,0,"T"
14,83290,15,0,14,50,0,0,0,0,0,0,1,0,0,15,1,0,0,0,0,0,0,0,0,1,0,"F"
21,7938,10,962,23,30,0,0,1,0,0,0,0,0,0,10,0,0,0,1,0,0,0,2,0,1,0,"F"
22,95730,12,0,25,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"F"
16,11368,9,1034,12,55,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
22,103693,10,0,-3,40,0,0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
28,58693,14,0,6,40,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,1,0,0,1,0,0,"F"
27,57664,9,0,2,40,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,2,1,1,0,"F"
36,35630,11,0,29,40,0,0,0,0,0,0,1,0,0,16,0,0,1,0,0,0,0,0,1,0,0,"F"
24,51647,14,0,7,45,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,"T"
19,69870,10,0,8,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
18,81136,10,0,-4,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
11,60796,10,0,3,12,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,"F"
13,81960,9,0,-19,60,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
38,34965,9,884,15,20,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
26,40480,10,0,-10,55,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
11,52382,11,0,0,50,0,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,3,1,1,0,"F"
24,8998,10,0,11,35,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,1,0,0,"F"
10,111371,9,0,-43,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,1,0,"F"
18,26550,10,0,5,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
11,47009,9,0,18,30,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,0,1,0,"F"
16,41469,13,0,27,40,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,0,0,"F"
13,117589,9,0,-2,40,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,3,1,0,0,"F"
20,37827,13,0,-2,45,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
11,101927,9,0,-9,45,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
24,46881,10,0,17,40,0,0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
26,58485,10,0,-7,30,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
18,16031,10,0,11,92,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
14,150735,9,0,21,36,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,1,1,0,0,"F"
15,134687,9,-659,16,15,0,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
20,33201,14,5008,-7,24,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,2,1,0,0,"T"
24,82297,15,0,3,60,0,0,0,1,0,0,0,0,0,15,0,0,0,1,0,0,0,2,1,1,0,"F"
26,34529,13,0,22,55,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"F"
10,23061,10,0,22,27,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,3,1,0,0,"F"
14,92545,10,0,16,50,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,"F"
28,20491,10,2563,-8,45,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
28,69484,13,0,-3,40,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
14,102981,9,0,2,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,1,0,"F"
28,54777,9,0,-34,16,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,0,1,0,0,"F"
18,27824,9,0,2,20,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,1,0,0,0,"F"
26,47914,10,0,1,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,0,0,"T"
20,34596,12,0,-4,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"F"
19,69189,13,1726,20,40,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
23,55046,10,0,0,45,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
10,66930,8,5008,-28,40,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,1,0,0,"T"
20,145498,9,0,-9,25,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,1,0,"F"
22,42066,10,610,1,50,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,1,1,0,"F"
17,30205,12,-681,19,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,"F"
16,68760,9,0,-17,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,1,0,"F"
38,57546,10,0,-11,20,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,2,1,1,0,"T"
10,86163,10,0,15,35,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,1,0,0,"F"
21,36561,14,-580,19,35,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,"F"
24,10280,10,1671,17,45,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
18,56158,9,0,24,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
28,70165,6,0,18,40,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,1,1,0,0,"F"
12,58860,3,0,-10,40,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,"F"
17,35514,10,0,-2,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
10,77974,10,0,7,24,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,3,1,0,0,"F"
23,48430,10,0,-23,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
14,100807,9,0,-3,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
22,54809,13,0,-32,40,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,1,0,1,1,0,0,"F"
19,31811,9,0,-3,40,0,1,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
26,43753,15,0,43,50,0,0,0,0,1,0,0,0,0,15,1,0,0,0,0,0,0,0,1,0,0,"T"
18,43191,16,0,27,72,0,1,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,2,1,1,0,"T"
22,62555,11,0,1,45,0,0,0,0,0,0,1,0,0,16,0,0,1,0,0,0,0,0,1,0,0,"F"
19,85621,9,0,-6,50,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
22,67288,16,0,2,45,0,0,0,0,0,0,1,0,0,27,0,0,0,1,0,0,0,2,1,1,0,"T"
12,65427,13,0,14,30,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,0,0,"F"
12,140324,13,0,15,40,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,0,0,"F"
24,35127,9,0,-6,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,1,0,0,"F"
8,36908,7,0,37,25,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,3,1,0,0,"F"
10,118035,10,0,21,10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,3,1,1,0,"F"
13,53299,10,0,10,40,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,1,0,0,0,"F"
10,80156,10,-534,8,40,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,3,1,0,0,"F"
25,63687,9,0,12,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
8,72029,7,0,-3,30,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,3,1,0,0,"F"
18,84473,9,0,-11,25,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,1,0,0,0,"F"
18,58453,9,0,0,40,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
26,25280,10,0,37,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
10,63049,9,0,3,48,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
10,92751,9,0,-12,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,0,1,0,"F"
18,62037,9,0,19,45,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,1,1,0,"F"
10,100582,9,0,19,30,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,3,1,0,0,"F"
18,31239,10,2433,-8,45,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,0,0,"T"
21,74516,4,0,-21,30,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,2,1,1,0,"F"
35,44512,9,0,18,28,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,2,1,1,0,"F"
27,41654,13,0,-16,40,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
13,93048,9,0,0,50,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
22,96556,14,-849,-4,40,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,1,0,1,1,0,0,"T"
20,36047,11,0,32,40,0,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,0,2,1,1,0,"F"
26,23462,14,1462,-14,40,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,2,0,1,0,"T"
24,35820,9,0,17,37,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,1,1,0,0,"F"
19,61798,13,2563,-12,40,0,0,0,0,1,0,0,0,0,11,0,0,0,1,0,0,0,2,1,0,0,"T"
24,36748,13,0,-1,45,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
26,8263,10,0,18,99,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
20,59844,9,0,-6,35,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
32,27681,13,-726,-7,45,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,2,1,1,0,"F"
16,51825,9,0,-7,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
8,54498,6,0,7,30,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,3,1,1,0,"F"
11,80272,9,866,25,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,0,0,"F"
24,86362,10,0,-26,40,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,1,0,0,"F"
12,83015,13,0,2,40,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,3,1,1,0,"F"
14,43208,9,0,1,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
12,61762,10,0,-6,40,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,1,1,0,"F"
16,61827,9,0,-5,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,0,0,"T"
30,59063,13,0,18,42,0,0,0,0,1,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"F"
17,58823,13,0,10,38,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,1,0,"F"
15,29638,10,0,-43,40,0,0,0,0,0,0,1,0,0,10,0,0,0,0,1,0,0,1,0,0,0,"F"
17,66034,9,-660,3,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,1,0,"F"
10,72815,10,0,6,40,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,0,3,1,0,0,"F"
17,32885,10,0,-15,40,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,1,0,0,"F"
14,63876,9,725,10,40,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,1,0,"F"
18,62311,13,0,-4,50,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
18,98826,10,0,-18,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
12,118672,7,0,10,99,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,1,1,0,"F"
19,36801,11,0,-11,40,0,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,0,2,1,1,0,"F"
12,173209,9,0,3,25,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
14,80827,9,0,-12,32,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
36,27545,7,0,14,40,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,2,1,1,0,"F"
10,55568,10,0,-13,14,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,3,1,0,0,"F"
26,18620,9,0,18,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
12,53420,13,0,4,35,0,0,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,3,0,1,0,"F"
16,68251,8,0,18,32,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,3,1,1,0,"F"
10,97697,7,0,-4,60,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,3,1,1,0,"F"
19,10170,14,-556,1,55,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,"F"
13,55078,13,0,23,40,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,3,0,0,0,"F"
24,92221,16,-634,38,50,0,0,0,0,0,0,1,0,0,27,0,0,0,1,0,0,0,2,1,1,0,"T"
25,34115,13,-805,-16,20,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,0,0,"T"
10,26576,10,0,5,40,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,3,1,0,0,"F"
26,58034,4,1462,13,50,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,2,1,1,0,"T"
18,32693,15,1596,-11,45,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,1,0,"T"
24,61680,10,2433,4,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
16,58728,10,0,13,60,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,1,1,0,"F"
20,199281,14,0,6,50,0,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,"F"
28,47597,4,-534,9,3,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,1,0,0,"F"
8,19241,7,0,11,30,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,3,1,1,0,"F"
18,133999,9,0,-9,20,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,1,1,0,0,"F"
23,25085,9,0,0,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,0,0,"F"
12,60509,14,0,4,43,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,0,1,0,0,"F"
12,67975,13,0,11,45,0,0,0,0,1,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"F"
17,169788,9,0,-22,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
20,80862,9,0,-3,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
17,10224,14,0,2,55,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,2,1,1,0,"F"
12,30251,13,0,35,50,0,0,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,1,0,0,"F"
27,54631,10,0,1,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,0,1,0,"F"
10,153083,9,0,-8,30,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
26,33706,7,0,-3,40,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,2,1,1,0,"F"
30,64043,9,0,-8,16,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,2,1,1,0,"F"
27,34341,9,0,-17,42,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,1,1,0,"T"
16,37550,9,0,21,40,0,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
20,75866,9,0,20,50,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,1,0,"F"
22,54444,10,0,31,32,0,0,0,0,0,0,1,0,0,10,0,0,1,0,0,0,0,1,1,0,0,"F"
10,39256,10,0,9,25,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,3,1,1,0,"F"
32,22985,9,0,13,11,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,"F"
9,77187,9,0,5,33,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,0,0,"F"
10,69625,10,0,-19,40,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,3,1,1,0,"F"
20,31318,10,0,21,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,0,0,"F"
20,61459,13,0,12,40,1,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"F"
18,92975,9,0,9,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,1,1,0,"F"
20,131556,13,-580,7,40,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,0,0,"F"
20,40670,14,1726,10,38,1,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,2,1,0,0,"T"
18,79803,6,0,29,50,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,2,1,1,0,"F"
22,60892,9,0,17,40,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,"F"
18,67177,9,0,4,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
8,64871,7,0,-4,25,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,3,1,1,0,"F"
14,22158,13,0,-29,40,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
18,113370,10,0,10,50,0,0,1,0,0,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"T"
20,11371,9,2283,11,43,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,1,0,"F"
15,51614,9,0,3,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
22,67042,9,0,-2,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
30,71107,10,-557,-2,40,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
21,108451,12,2563,-19,42,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,"T"
16,43347,9,0,-2,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,1,1,0,"F"
19,81791,10,1046,33,50,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,2,1,1,0,"F"
10,73087,5,0,-2,50,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,1,1,0,"F"
20,25839,13,725,6,40,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,1,1,0,"F"
18,45145,13,-659,-13,60,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
16,42532,9,0,-2,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,1,0,0,"F"
16,11793,10,0,-1,45,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,1,0,0,"F"
20,266427,9,0,-5,38,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,1,1,0,0,"F"
14,10645,9,0,-2,40,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,1,0,0,"F"
19,24113,9,0,22,54,0,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,2,0,1,0,"T"
22,9373,9,0,17,7,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"F"
32,60290,10,0,17,35,0,0,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,1,0,0,"F"
14,119375,9,0,20,52,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,"F"
23,155325,7,0,0,30,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,3,1,1,0,"F"
23,32976,13,0,-8,52,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"F"
12,37812,10,0,-26,35,0,0,0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,1,1,1,0,"F"
16,85510,9,0,0,80,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,0,0,3,1,0,0,"F"
9,33687,7,0,-8,70,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,3,1,1,0,"F"
19,71336,9,0,0,50,0,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
22,66397,9,0,-7,30,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,0,0,"F"
20,94446,13,2433,-7,40,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
12,17414,9,0,-14,40,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,0,0,"T"
36,52531,13,485,11,6,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"F"
24,49525,15,0,-19,35,0,0,0,0,1,0,0,0,0,15,0,0,0,1,0,0,0,2,1,1,0,"F"
28,67407,10,0,-5,38,0,0,0,0,0,0,1,0,0,10,0,0,0,0,1,0,0,1,0,0,0,"F"
24,135832,12,0,-1,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,"T"
30,60820,9,0,0,30,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,2,1,1,0,"T"
18,58239,13,2563,-9,40,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
12,71514,10,0,13,60,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,3,1,1,0,"F"
26,36078,12,0,25,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"F"
18,62616,13,2563,21,40,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,2,1,1,0,"T"
26,33329,6,0,7,40,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,1,0,0,0,"F"
16,39383,10,0,-7,40,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,"F"
